text,labels
But there are worries that continuing drought conditions could lead to new fires .,O O O O O O O O O O O O O O
The initial fires are being blamed on children playing with fireworks or people being careless with discarded cigarettes .,O O O O O O O O O O O O O O O O O O O
"On Tuesday , Texas governor Rick Perry dispatched National Guard troops to help battle the blazes and declared the fires a disaster .",O B-time O B-geo O B-per I-per O B-org I-org O O O O O O O O O O O O O
U.S. Vice President Dick Cheney has left Singapore after his plane underwent repairs for a minor mechanical problem .,B-per I-per I-per I-per I-per O O B-org O O O O O O O O O O O
U.S. officials say Cheney 's plane made a scheduled stop Sunday at Singapore 's Paya Lebar Air Base to refuel .,B-geo O O B-per O O O O O O B-time O B-org I-org I-org I-org I-org I-org O O O
"While there , the plane underwent repairs for a minor electrical problem .",O O O O O O O O O O O O O
Officials did not describe the problem but said it was not a safety concern and had not affected flight plans .,O O O O O O O O O O O O O O O O O O O O O
"Earlier , Australian Prime Minister John Howard had said Cheney 's plane was diverted to Singapore because of unspecified problems .",O O B-gpe B-per I-per I-per I-per O O B-per O O O O O B-org O O O O O
"Cheney traveled to Singapore from Australia , where he held talks with Mr. Howard and opposition leader Kevin Rudd .",B-per O O B-org O B-geo O O O O O O B-per I-per O O O B-per I-per O
"Earlier in the week , Cheney visited Japan and the U.S. Pacific island of Guam to discuss regional security issues , and rally support for the Iraq war .",O O O O O B-per O B-geo O O B-geo I-geo I-geo I-geo I-geo O O O O O O O O O O O B-geo O O
"French authorities have announced April 22 , 2007 , as the date for the first round of the country 's presidential election , with a run-off if needed on May 6 .",B-gpe O O O B-time I-time I-time I-time O O O O O O O O O O O O O O O O O O O O O B-time I-time O
"Officials say voting for a new National Assembly , the lower house of parliament , will be held June 10 and June 17 .",O O O O O O B-geo I-geo O O O O O O O O O O B-time I-time I-time I-time I-time O
Interior Minister Nicolas Sarkozy is expected to be the presidential candidate of the ruling Union for a Popular Movement .,B-per I-per I-per I-per O O O O O O O O O O B-geo O O B-org I-org O
"The front-runner for the Socialist nomination is Segolene Royal , head of the Poitou-Charentes region in western France .",O O O O O O O B-per I-per O O O O O O O B-geo I-geo O
The term of incumbent President Jacques Chirac expires in May .,O O O O B-per I-per I-per O O B-time O
"The French leader , who has been in office since 1995 , has not announced whether he plans to seek re-election .",O B-gpe O O O O O O O B-time I-time O O O O O O O O O O O
But most analysts do not believe he will seek another term .,O O O O O O O O O O O O
"Burmese officials have defended the recent 800 percent increase in fuel prices , saying the hike is a reasonable move to keep pace with world oil prices .",B-gpe O O O O O O O O O O O O O O O O O O O O O O O O O O O
The overnight increase last week raised prices for gasoline from less than four cents per liter to more than 30 cents per liter .,O O O O O O O O O O O O O O O O O O O O O O O O
"The rate is still much lower than many other countries , but is relatively expensive for Burmese consumers .",O O O O O O O O O O O O O O O O B-gpe O O
Burma 's information minister Brigadier General Kyaw Hsann said the government has been subsidizing gasoline at a loss for years .,B-geo O O O B-per I-per I-per I-per O O O O O O O O O O O O O
Reports indicate prices on everyday goods have jumped following the gas price hike .,O O O O O O O O O O O O O O
"The information minister denied the rise was linked to fuel prices , blaming the increase on what he called greedy business people .",O O O O O O O O O O O O O O O O O O O O O O O
The largest U.S. supplier of parts for the automotive industry has filed for bankruptcy protection .,O O B-geo O O O O O O O O O O O O O
Delphi Corporation filed a motion with the federal bankruptcy court in New York Saturday to reorganize its U.S. operations .,B-per I-per O O O O O O O O O B-geo I-geo B-time O O O B-geo O O
"Delphi , which split off from its former parent , General Motors , six years ago , recently failed to win financial concessions from unions .",B-per O O O O O O O O O B-org I-org O B-time O O O O O O O O O O O O
"The company 's chairman and chief executive officer , Robert Miller , told the Associated Press he hopes Delphi can emerge from bankruptcy protection within two years .",O O O O O O O O O B-per I-per O O O B-org I-org O O B-per O O O O O B-time I-time O O
He said the firm will continue to negotiate with General Motors and its unions to lower labor costs .,O O O O O O O O O B-org I-org O O O O O O O O
Delphi lost nearly $ 5 billion in 2004 and $ 750 million in the first half of this year .,B-per O O O O O O B-time O O O O O O B-time I-time I-time O O O
It has a reported debt load of $ 6 billion .,O O O O O O O O O O O
"Former U.S. President Bill Clinton has checked into a New~York hospital in preparation for more surgery Thursday , this time to remove fluid and scar tissue from his left chest cavity .",O B-org B-per I-per I-per O O O O B-geo O O O O O O B-time O O O O O O O O O O O O O O O
"Mr. Clinton said Wednesday he is not worried about his condition , a complication that doctors have described as uncommon but not high risk .",B-per I-per O B-time O O O O O O O O O O O O O O O O O O O O O
Surgeons will drain fluid that has accumulated around the former president 's left lung after his quadruple heart bypass operation last September .,O O O O O O O O O O O O O O O O O O O O O B-time O
"He is expected to be in the hospital for three to 10 days , but doctors say they expect a full recovery .",O O O O O O O O O B-time I-time I-time O O O O O O O O O O O
The 58-year-old Mr. Clinton spent the day before his surgery playing in a charity golf tournament for tsunami relief in the southeastern state of Florida .,O O B-per I-per O O O O O O O O O O O O O O O O O O O O B-geo O
"He has told reporters he feels fine despite the condition , which causes some shortness of breath .",O O O O O O O O O O O O O O O O O O
Kuwait has found the deadly H5N1 variety of avian flu in one of two infected birds culled by authorities .,B-org O O O O O O O O O O B-time I-time I-time I-time O O O O O
"The strain was found in a migrating flamingo , while a second , imported bird had the milder H5N2 variant .",O O O O O O O O O O O O O O O O O O O O O
"Later Friday , Thai officials said a one-year-old boy in Bangkok has been diagnosed with the virulent H5N1 strain , but is expected to fully recover .",B-time I-time O B-gpe O O O O O O B-geo O O O O O O O O O O O O O O O O
"Meanwhile , Vietnam says it will set up a medical facility for Cambodian bird flu patients near the border between the two countries in an effort to contain the spread of the virus .",O O B-org O O O O O O O O O B-gpe O O O O O O O O O O O O O O O O O O O O O
Health officials said the small ward will mean Cambodian patients do not have to travel more deeply into Vietnam for treatment .,O O O O O O O O B-gpe O O O O O O O O O B-org O O O
"And on Thursday , China reported another outbreak of bird flu in a flock of chickens in northeastern Liaoning province , the country 's seventh outbreak in a month .",O O B-time O B-geo O O O O O O O O O O O O O O O O O O O O O O O O O
"The sentencing phase begins Tuesday for Army Private Lynndie England , who was convicted of abusing detainees at Iraq 's Abu Ghraib prison .",O O O O B-time O B-per I-per I-per I-per O O O O O O O O B-geo O B-geo I-geo O O
"On Monday , a military jury in Fort Hood , Texas , found her guilty of maltreating detainees , committing an indecent act , and conspiracy .",O B-time O O O O O B-geo I-geo O B-geo O O O O O O O O O O O O O O O O
She faces up to 10 years in prison .,O O O O B-time O O O O
England became a central figure in the scandal after photographs emerged of her humiliating prisoners .,B-per O O O O O O O O O O O O O O O
"She is seen grinning , and in one picture , holding a leash around the neck of a naked prisoner .",O O O O O O O O O O O O O O O O O O O O O
"Her lawyers argued she is overly compliant and was easily controlled by the accused ringleader of the abuse , then-Specialist Charles Graner , who is now serving a 10-year prison sentence .",O O O O O O O O O O O O O O O O O O O O B-per I-per O O O O O O O O O O
"Early this year , England pleaded guilty to abuse charges as part of a plea bargain , but a judge later canceled the deal and ordered the case to trial .",O O O O B-per O O O O O O O O O O O O O O O O O O O O O O O O O O
"Nepal 's main political parties say they are ready to hold talks with Maoists on forming a broad front against King Gyanendra , provided the rebels stop killing civilians .",B-gpe O O O O O O O O O O O O O O O O O O O B-per I-per O O O O O O O O
A member of the main Nepali Congress party told reporters the parties will set up a team for talks with the rebels .,O O O O O B-org I-org O O O O O O O O O O O O O O O O
"But , he said , no date has been fixed .",O O O O O O O O O O O
He said human rights groups and activists would be asked to monitor whether the rebels had ended their attacks on civilians before any dialogue is held .,O O O O O O O O O O O O O O O O O O O O O O O O O O O
The decision by the seven parties came after Maoist leader Prachanda last month agreed to key conditions set by them .,O O O O O O O O O O B-time O O O O O O O O O O
Prachanda promised that the rebels would stop extortion and also targeting unarmed civilians .,B-time O O O O O O O O O O O O O
"There has been no reaction by the royalist government , which describes the rebels as terrorists .",O O O O O O O O O O O O O O O O O
"Mexican authorities have discovered the decapitated bodies of 12 men , including some believed to be soldiers , in the southern state of Guerrero .",B-gpe O O O O O O O O O O O O O O O O O O O O O O B-geo O
"Earlier media reported there were nine bodies found in and around the state capital , Chilpancingo .",O O O O O O O O O O O O O O O B-org O
"Authorities said the heads of the men were found in plastic bags in a separate , nearby location .",O O O O O O O O O O O O O O O O O O O
