,Sentences,Word,POST,Predicted
3802,,hospital,NN,O
3803,,.,.,O
3804,Sentence: 9182,He,PRP,O
3805,,did,VBD,O
3806,,not,RB,O
3807,,appoint,VB,O
3808,,a,DT,O
3809,,successor,NN,O
3810,,.,.,O
3811,Sentence: 9183,The,DT,O
3812,,new,JJ,O
3813,,chairman,NN,O
3814,,of,IN,O
3815,,the,DT,O
3816,,Palestine,NNP,B-org
3817,,Liberation,NNP,I-org
3818,,Organization,NNP,I-org
3819,,",",",",O
3820,,Mahmoud,NNP,B-per
3821,,Abbas,NNP,I-per
3822,,",",",",O
3823,,will,MD,O
3824,,travel,VB,O
3825,,to,TO,O
3826,,Gaza,NNP,B-geo
3827,,today,NN,B-tim
3828,,to,TO,O
3829,,meet,VB,O
3830,,with,IN,O
3831,,Mr.,NNP,B-per
3832,,Arafat,NNP,I-per
3833,,'s,POS,O
3834,,mourners,NNS,O
3835,,and,CC,O
3836,,various,JJ,O
3837,,Palestinian,JJ,B-gpe
3838,,factions,NNS,O
3839,,.,.,O
3840,Sentence: 9184,The,DT,O
3841,,former,JJ,O
3842,,prime,JJ,O
3843,,minister,NN,O
3844,,is,VBZ,O
3845,,widely,RB,O
3846,,expected,VBN,O
3847,,to,TO,O
3848,,be,VB,O
3849,,chosen,VBN,O
3850,,as,IN,O
3851,,the,DT,O
3852,,presidential,JJ,O
3853,,candidate,NN,O
3854,,of,IN,O
3855,,the,DT,O
3856,,mainstream,NN,O
3857,,Fatah,NNP,B-org
3858,,faction,NN,O
3859,,.,.,O
3860,Sentence: 9185,Meanwhile,RB,O
3861,,",",",",O
3862,,Israeli,JJ,B-gpe
3863,,Prime,NNP,B-per
3864,,Minister,NNP,I-per
3865,,Ariel,NNP,I-per
3866,,Sharon,NNP,I-per
3867,,said,VBD,O
3868,,today,NN,B-tim
3869,,he,PRP,O
3870,,will,MD,O
3871,,not,RB,O
3872,,rule,VB,O
3873,,out,RP,O
3874,,the,DT,O
3875,,possibility,NN,O
3876,,of,IN,O
3877,,allowing,VBG,O
3878,,Palestinians,NNS,B-gpe
3879,,living,VBG,O
3880,,in,IN,O
3881,,disputed,JJ,O
3882,,east,JJ,O
3883,,Jerusalem,NNP,I-geo
3884,,to,TO,O
3885,,vote,VB,O
3886,,in,IN,O
3887,,the,DT,O
3888,,upcoming,JJ,O
3889,,election,NN,O
3890,,.,.,O
3891,Sentence: 9186,Some,DT,O
3892,,Israelis,NNS,B-gpe
3893,,fear,VBP,O
3894,,allowing,VBG,O
3895,,Palestinians,NNS,B-gpe
3896,,in,IN,O
3897,,Jerusalem,NNP,B-geo
3898,,to,TO,O
3899,,vote,VB,O
3900,,would,MD,O
3901,,strengthen,VB,O
3902,,their,PRP$,O
3903,,claim,NN,O
3904,,on,IN,O
3905,,the,DT,O
3906,,city,NN,O
3907,,.,.,O
3908,Sentence: 9187,Beijing,NNP,B-geo
3909,,'s,POS,O
3910,,subway,NN,O
3911,,could,MD,O
3912,,reach,VB,O
3913,,561,CD,O
3914,,kilometers,NNS,O
3915,,in,IN,O
3916,,14,CD,B-tim
3917,,years,NNS,O
3918,,-,IN,O
3919,,making,VBG,O
3920,,it,PRP,O
3921,,the,DT,O
3922,,longest,JJS,O
3923,,subway,NN,O
3924,,system,NN,O
3925,,in,IN,O
3926,,the,DT,O
3927,,world,NN,O
3928,,.,.,O
3929,Sentence: 9188,The,DT,O
3930,,official,JJ,O
3931,,China,NNP,B-org
3932,,Daily,NNP,I-org
3933,,newspaper,NN,O
3934,,reports,VBZ,O
3935,,Monday,NNP,B-tim
3936,,that,IN,O
3937,,a,DT,O
3938,,plan,NN,O
3939,,has,VBZ,O
3940,,been,VBN,O
3941,,drawn,VBN,O
3942,,up,RP,O
3943,,to,TO,O
3944,,expand,VB,O
3945,,the,DT,O
3946,,subway,NN,O
3947,,network,NN,O
3948,,to,TO,O
3949,,19,CD,O
3950,,lines,NNS,O
3951,,where,WRB,O
3952,,it,PRP,O
3953,,will,MD,O
3954,,reach,VB,O
3955,,all,DT,O
3956,,major,JJ,O
3957,,corners,NNS,O
3958,,of,IN,O
3959,,China,NNP,B-geo
3960,,'s,POS,O
3961,,capital,NN,O
3962,,city,NN,O
3963,,.,.,O
3964,Sentence: 9189,Each,DT,O
3965,,of,IN,O
3966,,the,DT,O
3967,,system,NN,O
3968,,'s,POS,O
3969,,current,JJ,O
3970,,four,CD,O
3971,,lines,NNS,O
3972,,carries,VBZ,O
3973,,42740,CD,O
3974,,million,CD,O
3975,,people,NNS,O
3976,,every,DT,O
3977,,day,NN,O
3978,,.,.,O
3979,Sentence: 9190,The,DT,O
3980,,paper,NN,O
3981,,says,VBZ,O
3982,,the,DT,O
3983,,expansion,NN,O
3984,,plan,NN,O
3985,,is,VBZ,O
3986,,still,RB,O
3987,,subject,JJ,O
3988,,to,TO,O
3989,,government,NN,O
3990,,approval,NN,O
3991,,",",",",O
3992,,but,CC,O
3993,,if,IN,O
3994,,adopted,VBN,O
3995,,it,PRP,O
3996,,calls,VBZ,O
3997,,for,IN,O
3998,,three,CD,O
3999,,lines,NNS,O
4000,,to,TO,O
4001,,be,VB,O
4002,,completed,VBN,O
4003,,in,IN,O
4004,,time,NN,O
4005,,for,IN,O
4006,,the,DT,O
4007,,2008,CD,B-tim
4008,,Olympics,NNS,I-tim
4009,,.,.,O
4010,Sentence: 9191,Currently,RB,O
4011,,",",",",O
4012,,London,NNP,B-geo
4013,,has,VBZ,O
4014,,the,DT,O
4015,,longest,JJS,O
4016,,subway,NN,O
4017,,line,NN,O
4018,,in,IN,O
4019,,the,DT,O
4020,,world,NN,O
4021,,.,.,O
4022,Sentence: 9192,It,PRP,O
4023,,is,VBZ,O
4024,,407,CD,O
4025,,kilometers,NNS,O
4026,,in,IN,O
4027,,length,NN,O
4028,,",",",",O
4029,,has,VBZ,O
4030,,12,CD,O
4031,,lines,NNS,O
4032,,and,CC,O
4033,,carries,VBZ,O
4034,,three,CD,O
4035,,million,CD,O
4036,,passengers,NNS,O
4037,,a,DT,O
4038,,day,NN,O
4039,,.,.,O
4040,Sentence: 9193,Niger,NNP,B-gpe
4041,,has,VBZ,O
4042,,appealed,VBN,O
4043,,for,IN,O
4044,,international,JJ,O
4045,,help,NN,O
4046,,in,IN,O
4047,,battling,VBG,O
4048,,an,DT,O
4049,,outbreak,NN,O
4050,,of,IN,O
4051,,the,DT,O
4052,,deadly,JJ,O
4053,,H5N1,NNP,O
4054,,strain,NN,O
4055,,of,IN,O
4056,,bird,NN,O
4057,,flu,NN,O
4058,,.,.,O
4059,Sentence: 9194,Officials,NNS,O
4060,,Wednesday,NNP,B-tim
4061,,",",",",O
4062,,said,VBD,O
4063,,they,PRP,O
4064,,need,VBP,O
4065,,supplies,NNS,O
4066,,like,IN,O
4067,,vaccines,NNS,O
4068,,for,IN,O
4069,,unaffected,JJ,O
4070,,poultry,NN,O
4071,,and,CC,O
4072,,protective,JJ,O
4073,,suits,NNS,O
4074,,for,IN,O
4075,,people,NNS,O
4076,,destroying,VBG,O
4077,,birds,NNS,O
4078,,infected,VBN,O
4079,,with,IN,O
4080,,the,DT,O
4081,,virus,NN,O
4082,,.,.,O
4083,Sentence: 9195,The,DT,O
4084,,World,NNP,O
4085,,Animal,NNP,I-org
4086,,Health,NNP,I-org
4087,,Organization,NNP,I-org
4088,,said,VBD,O
4089,,Monday,NNP,B-tim
4090,,it,PRP,O
4091,,had,VBD,O
4092,,found,VBN,O
4093,,the,DT,O
4094,,H5N1,NNP,O
4095,,strain,NN,O
4096,,among,IN,O
4097,,domestic,JJ,O
4098,,ducks,NNS,O
4099,,in,IN,O
4100,,southern,JJ,O
4101,,Niger,NNP,B-gpe
4102,,.,.,O
4103,Sentence: 9196,That,DT,O
4104,,outbreak,NN,O
4105,,was,VBD,O
4106,,near,IN,O
4107,,the,DT,O
4108,,border,NN,O
4109,,with,IN,O
4110,,Nigeria,NNP,B-geo
4111,,",",",",O
4112,,where,WRB,O
4113,,H5N1,NNP,O
4114,,also,RB,O
4115,,was,VBD,O
4116,,recently,RB,O
4117,,found,VBN,O
4118,,.,.,O
4119,Sentence: 9197,Authorities,NNS,O
4120,,are,VBP,O
4121,,trying,VBG,O
4122,,to,TO,O
4123,,stop,VB,O
4124,,the,DT,O
4125,,movement,NN,O
4126,,of,IN,O
4127,,poultry,NN,O
4128,,in,IN,O
4129,,the,DT,O
4130,,region,NN,O
4131,,and,CC,O
4132,,have,VB,O
4133,,placed,VBN,O
4134,,affected,JJ,O
4135,,farms,NNS,O
4136,,under,IN,O
4137,,heightened,JJ,O
4138,,surveillance,NN,O
4139,,.,.,O
4140,Sentence: 9198,Niger,NNP,B-gpe
4141,,'s,POS,O
4142,,government,NN,O
4143,,says,VBZ,O
4144,,it,PRP,O
4145,,will,MD,O
4146,,compensate,VB,O
4147,,farmers,NNS,O
4148,,$,$,O
4149,,42743,CD,O
4150,,(,LRB,O
4151,,1,CD,O
4152,,CFA,NNP,O
4153,,francs,NNS,O
4154,,),RRB,O
4155,,for,IN,O
4156,,every,DT,O
4157,,bird,NN,O
4158,,destroyed,VBN,O
4159,,when,WRB,O
4160,,the,DT,O
4161,,culling,NN,O
4162,,process,NN,O
4163,,begins,VBZ,O
4164,,.,.,O
4165,Sentence: 9199,The,DT,O
4166,,U.N.,NNP,B-org
4167,,war,NN,O
4168,,crimes,NNS,O
4169,,tribunal,JJ,O
4170,,in,IN,O
4171,,The,DT,B-org
4172,,Hague,NNP,I-geo
4173,,has,VBZ,O
4174,,convicted,VBN,O
4175,,two,CD,O
4176,,Bosnian,JJ,B-gpe
4177,,Serb,JJ,B-gpe
4178,,army,NN,O
4179,,officers,NNS,O
4180,,of,IN,O
4181,,complicity,NN,O
4182,,in,IN,O
4183,,the,DT,O
4184,,1995,CD,B-tim
4185,,massacre,NN,O
4186,,of,IN,O
4187,,thousands,NNS,O
4188,,of,IN,O
4189,,Muslims,NNPS,B-org
4190,,.,.,O
4191,Sentence: 9200,Colonel,NNP,O
4192,,Vidoje,NNP,I-per
4193,,Blagojevic,NNP,I-per
4194,,was,VBD,O
4195,,found,VBN,O
4196,,guilty,JJ,O
4197,,of,IN,O
4198,,aiding,VBG,O
4199,,and,CC,O
4200,,abetting,VBG,O
4201,,genocide,NN,O
4202,,in,IN,O
4203,,the,DT,O
4204,,deaths,NNS,O
4205,,of,IN,O
4206,,more,JJR,O
4207,,than,IN,O
4208,,7,CD,O
4209,,unarmed,JJ,O
4210,,Muslim,NN,O
4211,,men,NNS,O
4212,,and,CC,O
4213,,boys,NNS,O
4214,,at,IN,O
4215,,Srebrenica,NNP,B-geo
4216,,in,IN,O
4217,,Bosnia-Herzegovina,NNP,B-geo
4218,,.,.,O
4219,Sentence: 9201,He,PRP,O
4220,,was,VBD,O
4221,,sentenced,VBN,O
4222,,to,TO,O
4223,,18,CD,O
4224,,years,NNS,O
4225,,in,IN,O
4226,,prison,NN,O
4227,,.,.,O
4228,Sentence: 9202,Major,NNP,O
4229,,Dragan,NNP,B-per
4230,,Jokic,NNP,I-per
4231,,was,VBD,O
4232,,found,VBN,O
4233,,guilty,JJ,O
4234,,of,IN,O
4235,,aiding,VBG,O
4236,,and,CC,O
4237,,abetting,VBG,O
4238,,murder,NN,O
4239,,",",",",O
4240,,and,CC,O
4241,,of,IN,O
4242,,extermination,NN,O
4243,,and,CC,O
4244,,persecution,NN,O
4245,,",",",",O
4246,,and,CC,O
4247,,was,VBD,O
4248,,sentenced,VBN,O
4249,,to,TO,O
4250,,nine,CD,B-tim
4251,,years,NNS,O
4252,,.,.,O
4253,Sentence: 9203,Both,DT,O
4254,,men,NNS,O
4255,,had,VBD,O
4256,,pleaded,VBN,O
4257,,not,RB,O
4258,,guilty,JJ,O
4259,,.,.,O
4260,Sentence: 9204,The,DT,O
4261,,1995,CD,B-tim
4262,,massacre,NN,O
4263,,occurred,VBD,O
4264,,after,IN,O
4265,,Serbs,NNS,B-gpe
4266,,captured,VBD,O
4267,,Srebrenica,NNP,B-geo
4268,,",",",",O
4269,,which,WDT,O
4270,,the,DT,O
4271,,United,NNP,B-org
4272,,Nations,NNPS,I-org
4273,,had,VBD,O
4274,,declared,VBN,O
4275,,a,DT,O
4276,,safe,JJ,O
4277,,area,NN,O
4278,,.,.,O
4279,Sentence: 9205,Bosnian,JJ,B-gpe
4280,,Serb,JJ,B-gpe
4281,,authorities,NNS,O
4282,,acknowledged,VBD,O
4283,,for,IN,O
4284,,the,DT,O
4285,,first,JJ,O
4286,,time,NN,O
4287,,last,JJ,O
4288,,year,NN,O
4289,,that,IN,O
4290,,there,EX,O
4291,,had,VBD,O
4292,,been,VBN,O
4293,,a,DT,O
4294,,massacre,NN,O
4295,,.,.,O
4296,Sentence: 9206,The,DT,O
4297,,British,NNP,B-org
4298,,Defense,NNP,I-org
4299,,Ministry,NNP,I-org
4300,,says,VBZ,O
4301,,a,DT,O
4302,,British,JJ,B-gpe
4303,,soldier,NN,O
4304,,serving,VBG,O
4305,,with,IN,O
4306,,the,DT,O
4307,,NATO,NNP,B-org
4308,,force,NN,O
4309,,in,IN,O
4310,,Afghanistan,NNP,B-geo
4311,,has,VBZ,O
4312,,been,VBN,O
4313,,shot,VBN,O
4314,,dead,JJ,O
4315,,in,IN,O
4316,,southern,JJ,O
4317,,Helmand,NNP,B-geo
4318,,province,NN,O
4319,,.,.,O
4320,Sentence: 9207,A,DT,O
4321,,NATO,NNP,B-org
4322,,statement,NN,O
4323,,says,VBZ,O
4324,,the,DT,O
4325,,soldier,NN,O
4326,,was,VBD,O
4327,,killed,VBN,O
4328,,Sunday,NNP,B-tim
4329,,during,IN,O
4330,,an,DT,O
4331,,attack,NN,O
4332,,against,IN,O
4333,,insurgents,NNS,O
4334,,in,IN,O
4335,,the,DT,O
4336,,Musa,NNP,B-geo
4337,,Qala,NNP,I-geo
4338,,district,NN,O
4339,,.,.,O
4340,Sentence: 9208,In,IN,O
4341,,other,JJ,O
4342,,violence,NN,O
4343,,",",",",O
4344,,in,IN,O
4345,,the,DT,O
4346,,same,JJ,O
4347,,province,NN,O
4348,,",",",",O
4349,,Afghan,JJ,B-gpe
4350,,authorities,NNS,O
4351,,say,VBP,O
4352,,17,CD,O
4353,,Taleban,NNP,B-org
4354,,insurgents,NNS,O
4355,,have,VBP,O
4356,,been,VBN,O
4357,,killed,VBN,O
4358,,Saturday,NNP,B-tim
4359,,.,.,O
4360,Sentence: 9209,Local,JJ,O
4361,,officials,NNS,O
4362,,say,VBP,O
4363,,three,CD,O
4364,,insurgents,NNS,O
4365,,were,VBD,O
4366,,killed,VBN,O
4367,,in,IN,O
4368,,a,DT,O
4369,,clash,NN,O
4370,,in,IN,O
4371,,the,DT,O
4372,,mountainous,JJ,O
4373,,Garmser,NNP,B-geo
4374,,district,NN,O
4375,,.,.,O
4376,Sentence: 9210,Hours,NNS,O
4377,,later,RB,O
4378,,",",",",O
4379,,during,IN,O
4380,,a,DT,O
4381,,search,NN,O
4382,,operation,NN,O
4383,,in,IN,O
4384,,the,DT,O
4385,,same,JJ,O
4386,,district,NN,O
4387,,",",",",O
4388,,troops,NNS,O
4389,,killed,VBD,O
4390,,14,CD,O
4391,,more,JJR,O
4392,,insurgents,NNS,O
4393,,.,.,O
4394,Sentence: 9211,In,IN,O
4395,,neighboring,JJ,O
4396,,Kandahar,NNP,B-geo
4397,,province,NN,O
4398,,",",",",O
4399,,an,DT,O
4400,,American,JJ,B-gpe
4401,,soldier,NN,O
4402,,was,VBD,O
4403,,wounded,VBN,O
4404,,when,WRB,O
4405,,a,DT,O
4406,,suicide,NN,O
4407,,bomber,NN,O
4408,,blew,VBD,O
4409,,up,RP,O
4410,,his,PRP$,O
4411,,explosives-laden,JJ,O
4412,,car,NN,O
4413,,near,IN,O
4414,,a,DT,O
4415,,military,JJ,O
4416,,convoy,NN,O
4417,,on,IN,O
4418,,the,DT,O
4419,,main,JJ,O
4420,,highway,NN,O
4421,,to,TO,O
4422,,Kabul,NNP,B-geo
4423,,.,.,O
4424,Sentence: 9212,And,CC,O
4425,,",",",",O
4426,,armed,JJ,O
4427,,men,NNS,O
4428,,attacked,VBD,O
4429,,a,DT,O
4430,,police,NN,O
4431,,post,NN,O
4432,,overnight,RB,O
4433,,in,IN,O
4434,,the,DT,O
4435,,Murghab,NNP,B-geo
4436,,district,NN,O
4437,,of,IN,O
4438,,western,JJ,O
4439,,Badghis,NNP,B-geo
4440,,province,NN,O
4441,,",",",",O
4442,,killing,VBG,O
4443,,at,IN,O
4444,,least,JJS,O
4445,,two,CD,O
4446,,Afghan,JJ,B-gpe
4447,,border,NN,O
4448,,police,NN,O
4449,,.,.,O
4450,Sentence: 9213,NATO,NNP,B-org
4451,,has,VBZ,O
4452,,expressed,VBN,O
4453,,concern,NN,O
4454,,at,IN,O
4455,,the,DT,O
4456,,recent,JJ,O
4457,,government,NN,O
4458,,crackdown,NN,O
4459,,in,IN,O
4460,,Uzbekistan,NNP,B-geo
4461,,and,CC,O
4462,,warned,VBD,O
4463,,Tashkent,NNP,B-org
4464,,that,IN,O
4465,,its,PRP$,O
4466,,ties,NNS,O
4467,,with,IN,O
4468,,the,DT,O
4469,,alliance,NN,O
4470,,depended,VBD,O
4471,,on,IN,O
4472,,its,PRP$,O
4473,,commitment,NN,O
4474,,to,TO,O
4475,,basic,JJ,O
4476,,human,JJ,O
4477,,rights,NNS,O
4478,,.,.,O
4479,Sentence: 9214,A,DT,O
4480,,NATO,NNP,B-org
4481,,statement,NN,O
4482,,",",",",O
4483,,issued,VBN,O
4484,,Tuesday,NNP,B-tim
4485,,in,IN,O
4486,,Brussels,NNP,B-geo
4487,,",",",",O
4488,,said,VBD,O
4489,,the,DT,O
4490,,alliance,NN,O
4491,,condemns,VBZ,O
4492,,the,DT,O
4493,,reported,JJ,O
4494,,use,NN,O
4495,,of,IN,O
4496,,excessive,JJ,O
4497,,force,NN,O
4498,,against,IN,O
4499,,protesters,NNS,O
4500,,and,CC,O
4501,,supports,VBZ,O
4502,,the,DT,O
4503,,United,NNP,B-org
4504,,Nations,NNPS,I-org
4505,,',POS,O
4506,,call,NN,O
4507,,for,IN,O
4508,,an,DT,O
4509,,independent,JJ,O
4510,,inquiry,NN,O
4511,,into,IN,O
4512,,the,DT,O
4513,,events,NNS,O
4514,,earlier,RBR,O
4515,,this,DT,O
4516,,month,NN,O
4517,,.,.,O
4518,Sentence: 9215,Witnesses,NNS,O
4519,,",",",",O
4520,,human,JJ,O
4521,,rights,NNS,O
4522,,groups,NNS,O
4523,,and,CC,O
4524,,Uzbek,JJ,B-gpe
4525,,political,JJ,O
4526,,opposition,NN,O
4527,,activists,NNS,O
4528,,say,VBP,O
4529,,the,DT,O
4530,,crackdown,NN,O
4531,,in,IN,O
4532,,the,DT,O
4533,,eastern,JJ,O
4534,,part,NN,O
4535,,of,IN,O
4536,,the,DT,O
4537,,country,NN,O
4538,,killed,VBD,O
4539,,up,RP,O
4540,,to,TO,O
4541,,1,CD,O
4542,,people,NNS,O
4543,,.,.,O
4544,Sentence: 9216,But,CC,O
4545,,Tashkent,NNP,B-org
4546,,puts,VBZ,O
4547,,the,DT,O
4548,,death,NN,O
4549,,toll,NN,O
4550,,at,IN,O
4551,,169,CD,O
4552,,",",",",O
4553,,including,VBG,O
4554,,32,CD,O
4555,,soldiers,NNS,O
4556,,.,.,O
4557,Sentence: 9217,In,IN,O
4558,,another,DT,O
4559,,development,NN,O
4560,,",",",",O
4561,,China,NNP,B-geo
4562,,today,NN,B-tim
4563,,declared,VBD,O
4564,,its,PRP$,O
4565,,support,NN,O
4566,,for,IN,O
4567,,the,DT,O
4568,,Uzbek,JJ,B-gpe
4569,,government,NN,O
4570,,of,IN,O
4571,,President,NNP,B-per
4572,,Islam,NNP,I-per
4573,,Karimov,NNP,I-per
4574,,",",",",O
4575,,saying,VBG,O
4576,,whatever,WDT,O
4577,,happened,VBD,O
4578,,in,IN,O
4579,,the,DT,O
4580,,country,NN,O
4581,,is,VBZ,O
4582,,an,DT,O
4583,,internal,JJ,O
4584,,affair,NN,O
4585,,.,.,O
4586,Sentence: 9218,President,NNP,B-per
4587,,Karimov,NNP,I-per
4588,,is,VBZ,O
4589,,to,TO,O
4590,,visit,VB,O
4591,,Beijing,NNP,B-geo
4592,,Wednesday,NNP,B-tim
4593,,.,.,O
4594,Sentence: 9219,Rescue,NN,O
4595,,efforts,NNS,O
4596,,continue,VBP,O
4597,,along,IN,O
4598,,the,DT,O
4599,,southern,JJ,O
4600,,coast,NN,O
4601,,of,IN,O
4602,,Indonesia,NNP,B-geo
4603,,'s,POS,O
4604,,Java,NNP,B-geo
4605,,Island,NNP,I-geo
4606,,-,:,O
4607,,struck,VBN,O
4608,,by,IN,O
4609,,a,DT,O
4610,,tsunami,NN,O
4611,,this,DT,O
4612,,week,NN,O
4613,,.,.,O
4614,Sentence: 9220,Almost,RB,O
4615,,400,CD,O
4616,,people,NNS,O
4617,,have,VBP,O
4618,,been,VBN,O
4619,,confirmed,VBN,O
4620,,dead,JJ,O
4621,,and,CC,O
4622,,the,DT,O
4623,,death,NN,O
4624,,toll,NN,O
4625,,is,VBZ,O
4626,,expected,VBN,O
4627,,to,TO,O
4628,,rise,VB,O
4629,,.,.,O
4630,Sentence: 9221,Tens,NNS,O
4631,,of,IN,O
4632,,thousands,NNS,O
4633,,of,IN,O
4634,,people,NNS,O
4635,,have,VBP,O
4636,,been,VBN,O
4637,,displaced,VBN,O
4638,,or,CC,O
4639,,evacuated,VBN,O
4640,,.,.,O
4641,Sentence: 9222,I,PRP,O
4642,,'m,VBP,O
4643,,here,RB,O
4644,,in,IN,O
4645,,the,DT,O
4646,,mosque,NN,O
4647,,of,IN,O
4648,,a,DT,O
4649,,small,JJ,O
4650,,coastal,JJ,O
4651,,town,NN,O
4652,,of,IN,O
4653,,Pangandaran,NNP,B-geo
4654,,",",",",O
4655,,where,WRB,O
4656,,bodies,NNS,O
4657,,keep,VBP,O
4658,,arriving,VBG,O
4659,,since,IN,O
4660,,a,DT,O
4661,,tsunami,NN,O
4662,,swept,VBD,O
4663,,ashore,RB,O
4664,,on,IN,O
4665,,Monday,NNP,B-tim
4666,,.,.,O
4667,Sentence: 9223,Families,NNS,O
4668,,here,RB,O
4669,,are,VBP,O
4670,,mourning,VBG,O
4671,,the,DT,O
4672,,loss,NN,O
4673,,of,IN,O
4674,,people,NNS,O
4675,,and,CC,O
4676,,preparing,VBG,O
4677,,bodies,NNS,O
4678,,for,IN,O
4679,,Islamic,JJ,O
4680,,burial,NN,O
4681,,.,.,O
4682,Sentence: 9224,The,DT,O
4683,,atmosphere,NN,O
4684,,here,RB,O
4685,,is,VBZ,O
4686,,still,RB,O
4687,,chaotic,JJ,O
4688,,-,IN,O
4689,,filled,VBN,O
4690,,with,IN,O
4691,,sirens,NNS,O
4692,,and,CC,O
4693,,rumbling,VBG,O
4694,,relief,NN,O
4695,,trucks,NNS,O
4696,,.,.,O
4697,Sentence: 9225,Search,NN,O
4698,,and,CC,O
4699,,rescue,NN,O
4700,,teams,NNS,O
4701,,say,VBP,O
4702,,they,PRP,O
4703,,continue,VBP,O
4704,,to,TO,O
4705,,look,VB,O
4706,,for,IN,O
4707,,victims,NNS,O
4708,,and,CC,O
4709,,expect,VBP,O
4710,,the,DT,O
4711,,death,NN,O
4712,,toll,NN,O
4713,,to,TO,O
4714,,climb,VB,O
4715,,still,RB,O
4716,,further,RBR,O
4717,,.,.,O
4718,Sentence: 9226,This,DT,O
4719,,morning,NN,O
4720,,teams,NNS,O
4721,,pulled,VBD,O
4722,,several,JJ,O
4723,,more,JJR,O
4724,,bodies,NNS,O
4725,,from,IN,O
4726,,the,DT,O
4727,,debris,NN,O
4728,,and,CC,O
4729,,rubble,NN,O
4730,,.,.,O
4731,Sentence: 9227,Many,JJ,O
4732,,residents,NNS,O
4733,,are,VBP,O
4734,,bracing,VBG,O
4735,,for,IN,O
4736,,more,JJR,O
4737,,bad,JJ,O
4738,,news,NN,O
4739,,in,IN,O
4740,,the,DT,O
4741,,days,NNS,O
4742,,to,TO,O
4743,,come,VB,O
4744,,.,.,O
4745,Sentence: 9228,The,DT,O
4746,,Democratic,JJ,B-org
4747,,Party,NNP,I-org
4748,,used,VBD,O
4749,,its,PRP$,O
4750,,weekly,JJ,O
4751,,radio,NN,O
4752,,address,NN,O
4753,,to,TO,O
4754,,criticize,VB,O
4755,,President,NNP,B-per
4756,,Bush,NNP,I-per
4757,,'s,POS,O
4758,,Iraq,NNP,B-geo
4759,,war,NN,O
4760,,strategy,NN,O
4761,,and,CC,O
4762,,to,TO,O
4763,,blame,VB,O
4764,,Senate,NNP,B-org
4765,,Republicans,NNPS,I-org
4766,,for,IN,O
4767,,stifling,VBG,O
4768,,debate,NN,O
4769,,on,IN,O
4770,,Iraq,NNP,B-geo
4771,,.,.,O
4772,Sentence: 9229,Senator,NNP,B-per
4773,,John,NNP,I-per
4774,,Kerry,NNP,I-per
4775,,from,IN,O
4776,,the,DT,O
4777,,state,NN,O
4778,,of,IN,O
4779,,Massachusetts,NNP,B-geo
4780,,Saturday,NNP,B-tim
4781,,said,VBD,O
4782,,the,DT,O
4783,,president,NN,O
4784,,'s,POS,O
4785,,proposal,NN,O
4786,,to,TO,O
4787,,send,VB,O
4788,,21,CD,O
4789,,additional,JJ,O
4790,,troops,NNS,O
4791,,to,TO,O
4792,,Iraq,NNP,B-geo
4793,,is,VBZ,O
4794,,",",",",O
4795,,in,IN,O
4796,,his,PRP$,O
4797,,words,NNS,O
4798,,",",",",O
4799,,"""",``,O
4800,,nothing,DT,O
4801,,more,JJR,O
4802,,than,IN,O
4803,,the,DT,O
4804,,escalation,NN,O
4805,,of,IN,O
4806,,a,DT,O
4807,,misguided,JJ,O
4808,,war,NN,O
4809,,.,.,O
4810,,"""",``,O
4811,Sentence: 9230,Kerry,NNP,B-per
4812,,",",",",O
4813,,who,WP,O
4814,,is,VBZ,O
4815,,a,DT,O
4816,,Vietnam,NNP,O
4817,,War,NNP,O
4818,,veteran,NN,O
4819,,",",",",O
4820,,also,RB,O
4821,,criticized,VBD,O
4822,,Republicans,NNS,O
4823,,for,IN,O
4824,,blocking,VBG,O
4825,,a,DT,O
4826,,Senate,NNP,B-org
4827,,resolution,NN,O
4828,,backed,VBN,O
4829,,by,IN,O
4830,,Democrats,NNPS,O
4831,,last,JJ,O
4832,,week,NN,O
4833,,that,WDT,O
4834,,opposes,VBZ,O
4835,,president,NN,B-per
4836,,Bush,NNP,I-per
4837,,'s,POS,O
4838,,plan,NN,O
4839,,to,TO,O
4840,,send,VB,O
4841,,additional,JJ,O
4842,,troops,NNS,O
4843,,.,.,O
4844,Sentence: 9231,Kerry,NNP,B-per
4845,,also,RB,O
4846,,urged,VBD,O
4847,,Congress,NNP,B-org
4848,,to,TO,O
4849,,take,VB,O
4850,,stronger,JJR,O
4851,,action,NN,O
4852,,to,TO,O
4853,,end,VB,O
4854,,the,DT,O
4855,,war,NN,O
4856,,and,CC,O
4857,,said,VBD,O
4858,,the,DT,O
4859,,United,NNP,B-geo
4860,,States,NNPS,I-geo
4861,,must,MD,O
4862,,pressure,VB,O
4863,,Iraqi,JJ,B-gpe
4864,,politicians,NNS,O
4865,,to,TO,O
4866,,meet,VB,O
4867,,benchmarks,NNS,O
4868,,.,.,O
4869,Sentence: 9232,In,IN,O
4870,,a,DT,O
4871,,separate,JJ,O
4872,,radio,NN,O
4873,,address,NN,O
4874,,earlier,JJR,O
4875,,Saturday,NNP,B-tim
4876,,",",",",O
4877,,President,NNP,B-per
4878,,Bush,NNP,I-per
4879,,urged,VBD,O
4880,,Congress,NNP,B-org
4881,,to,TO,O
4882,,approve,VB,O
4883,,his,PRP$,O
4884,,energy,NN,O
